Experiment,Seed,Pure_TabPFN,BaselineHead,LargeBaselineHead,KGHead_real,KGHead_permuted,KGHead_random,TabPFN_Time,Baseline_Time,LargeBaseline_Time,KGHead_Time,KGHead_permuted_Time,KGHead_random_Time,Repr_Extract_Time,KG_real_minus_Baseline,KG_real_minus_KG_permuted
Tr40_Ft200_Cp6,5,0.858,0.652,0.654,0.81,0.772,0.794,2.106290102005005,0.16876697540283203,0.36220312118530273,0.8111600875854492,0.8012399673461914,0.7919321060180664,4.196604013442993,0.15800000000000003,0.038000000000000034
Tr40_Ft200_Cp6,6,0.814,0.724,0.732,0.768,0.738,0.75,2.1154139041900635,0.19864511489868164,0.41388583183288574,0.8850438594818115,0.8389568328857422,0.7625541687011719,4.3568620681762695,0.04400000000000004,0.030000000000000027
Tr40_Ft200_Cp6,7,0.82,0.824,0.824,0.778,0.834,0.802,2.058152914047241,0.2149977684020996,0.3843650817871094,0.8176958560943604,0.7565751075744629,0.7552218437194824,4.1416099071502686,-0.04599999999999993,-0.05599999999999994
Tr40_Ft200_Cp6,8,0.824,0.818,0.81,0.794,0.822,0.786,2.35011887550354,0.17224979400634766,0.3735332489013672,0.9166140556335449,0.862307071685791,0.9074747562408447,4.362951040267944,-0.02399999999999991,-0.027999999999999914
Tr40_Ft200_Cp6,9,0.778,0.756,0.752,0.708,0.708,0.704,2.2787728309631348,0.2168431282043457,0.38664984703063965,0.9775369167327881,0.9139101505279541,0.9601871967315674,4.493686199188232,-0.04800000000000004,0.0
Tr40_Ft200_Cp6,10,0.778,0.75,0.74,0.762,0.782,0.76,2.1219069957733154,0.20591998100280762,0.4387040138244629,0.9960441589355469,0.8385348320007324,0.8899500370025635,4.426675081253052,0.01200000000000001,-0.020000000000000018
Tr40_Ft200_Cp6,11,0.748,0.732,0.744,0.782,0.784,0.75,2.2062740325927734,0.19777321815490723,0.3740410804748535,0.8850359916687012,0.7984890937805176,0.8404443264007568,4.2605462074279785,0.050000000000000044,-0.0020000000000000018
Tr40_Ft200_Cp6,12,0.782,0.804,0.796,0.79,0.788,0.75,2.14037823677063,0.18198299407958984,0.3144690990447998,0.8435409069061279,0.8089168071746826,0.8418097496032715,4.409904956817627,-0.014000000000000012,0.0020000000000000018
Tr40_Ft200_Cp6,13,0.794,0.804,0.8,0.788,0.782,0.754,2.33739972114563,0.22005510330200195,0.389117956161499,0.9089369773864746,0.8918139934539795,0.8088152408599854,4.397018194198608,-0.016000000000000014,0.006000000000000005
Tr40_Ft200_Cp6,14,0.83,0.78,0.786,0.796,0.752,0.768,2.069593906402588,0.207686185836792,0.37026214599609375,0.837838888168335,0.8636682033538818,0.7994239330291748,4.27651309967041,0.016000000000000014,0.04400000000000004
